96,-0.02,84.51,23.119
97,-0.02,84.59,23.113
98,-0.04,83.68,23.107
99,-0.02,83.29,23.099
100,-9.991,83.19,23.095
101,-0.01,83.37,23.096
102,0.04,83.57,23.094
103,0.03,82.63,23.091
104,0,82.63,23.089
105,-0.01,83.12,23.086
106,-0.02,83.04,23.083
107,0,82.89,23.08
108,-0.03,83.32,23.075
109,-0.04,83.02,23.068
110,0.04,83.24,23.067
111,-0.05,83.52,23.066
112,-0.01,83.35,23.066
113,0,83.83,23.069
114,0.05,83.09,23.068
115,-0.04,82.48,23.066
116,-0.01,81.75,23.064
117,-0.03,82.91,23.06
118,-0.02,82.71,23.059
119,-0.02,81.85,23.055
120,-0.05,81.57,23.055
121,-0.02,81.62,23.061
122,-0.01,81.92,23.062
123,-0.03,82.02,23.06
124,0.01,81.24,23.063
125,-0.02,81.39,23.065
126,-0.02,80.75,23.059
127,0.01,81.06,23.051
128,-0.08,81.44,23.052
129,-0.06,82.05,23.059
130,-0.04,81.97,23.067
131,-0.02,82.2,23.066
132,-0.02,81.77,23.061
133,-0.02,81.34,23.064
134,0.05,82.08,23.073
135,0.17,82.35,23.088
136,0.03,82.02,23.098
137,0.1,81.9,23.11
138,0.16,82.51,23.122
139,0.02,81.82,23.123
140,0.03,81.41,23.134
141,-0.07,81.39,23.145
142,-0.05,82.08,23.148
143,-0.04,81.57,23.151
144,-0.05,82,23.154
145,-0.04,82.28,23.155
146,-0.07,81.62,23.162
147,0.01,81.36,23.169
148,-0.07,81.08,23.18
149,-0.1,80.83,23.178
150,-0.02,81.06,23.186
151,-0.03,81.26,23.192
152,-0.02,81.87,23.185
153,-0.04,82.15,23.176
154,-0.01,81.75,23.177
155,-0.02,81.34,23.179
156,-0.02,81.69,23.173
157,-0.03,81.69,23.173
158,-0.03,82.08,23.16
159,0.02,81.97,23.15
160,0.02,82.2,23.134
161,0.02,82.15,23.132
162,0.01,82.51,23.126
163,0.04,82.58,23.118
164,0.04,82.28,23.109
165,0.1,82.99,23.098
166,0.01,82.94,23.092
167,0.01,82.53,23.085
168,0.01,83.04,23.082
169,0.04,83.42,23.084
170,0.01,83.17,23.075
171,0.02,83.5,23.071
172,0.01,83.4,23.075
173,0.03,83.8,23.071
174,0.04,84.11,23.063
175,0.01,84.36,23.062
176,0.02,84.46,23.072
177,0.02,84.72,23.073
178,0.04,84.77,23.072
179,0.01,84.51,23.064
180,0.02,84.69,23.056
181,0.02,84.16,23.055
182,0,84.21,23.053
183,0.03,84.67,23.048
184,0.02,84.84,23.043
185,0,84.9,23.041
186,0.02,83.88,23.032
187,0.05,84.31,23.031
188,0.05,84.74,23.035
189,0.05,84.79,23.03
190,0.08,84.95,23.021
191,0.01,84.62,23.014
192,-0.01,84.59,23.013
193,0.05,84.34,23.012
194,0.05,84.34,23.008
195,0.01,84.21,23.002
196,0.09,84.62,22.997
197,0.08,84.44,22.997
198,0.04,84.21,22.993
199,0.02,84.34,22.983
200,-0.07,84.18,22.971
201,0.03,84.03,22.963
202,0.04,83.55,22.957
203,0.01,83.65,22.951
204,0.02,83.93,22.945
205,0.01,83.93,22.936
206,0.04,84.31,22.932
207,0,84.77,22.932
208,-0.01,84.54,22.932
209,-0.06,84.39,22.929
210,-0.04,84.18,22.923
211,0.04,84.57,22.92
212,0.06,84.54,22.915
213,-0.02,84.87,22.909
214,0.07,85.02,22.907
215,0.01,84.84,22.902
216,0.01,85,22.898
217,0.01,85.05,22.893
218,0.01,85.02,22.888
219,0,84.9,22.884
220,-0.01,84.57,22.88
221,-0.05,84.62,22.876
222,-0.01,84.01,22.871
223,0.02,83.57,22.867
224,0,83.9,22.861
225,-0.01,84.57,22.853
226,-0.06,84.49,22.847
227,-0.03,84.62,22.843
228,0.04,84.31,22.841
229,-0.08,84.57,22.842
230,-0.02,85.25,22.844
231,0.13,85.4,22.843
232,0.02,84.97,22.839
233,0.02,85.23,22.836
234,0,85.33,22.831
235,-0.11,85.02,22.828
236,-0.05,85.07,22.824
237,-0.04,85,22.82
238,-0.17,88.05,22.816
239,-0.1,87.46,22.812
240,-0.08,85.73,22.807
241,0.01,85.3,22.802
242,0.04,86.6,22.8
243,0.05,86.85,22.799
244,0.02,87.11,22.798
245,0.05,86.17,22.796
246,0.01,86.27,22.793
247,0.01,85.94,22.792
248,0.02,86.04,22.792
249,0.05,87.36,22.791
250,-9.99,88.22,22.79
251,-9.99,87.92,22.79
252,-0.01,87.59,22.792
253,-0.05,86.45,22.793
254,0.01,86.9,22.793
255,-0.02,85.81,22.795
256,-0.02,84.26,22.801
257,-0.13,83.37,22.805
258,-0.05,83.6,22.805
259,0.03,84.31,22.811
260,0.07,85.15,22.81
261,-0.02,85.61,22.81
262,-0.07,86.04,22.812
263,-0.1,85.94,22.819
264,-0.04,86.32,22.824
265,-0.02,86.47,22.833
266,-0.01,86.5,22.829
267,-0.05,86.06,22.829
268,-0.04,85.4,22.838
269,0,85.17,22.849
270,-0.01,85.02,22.846
271,0.01,84.87,22.855
272,-0.02,86.06,22.857
273,0.02,85.84,22.869
274,-0.01,85.51,22.876
275,0.01,85.07,22.869
276,0.07,85.05,22.87
277,-0.02,84.44,22.877
278,0,84.62,22.884
279,0.02,84.29,22.88
280,0,83.07,22.884
281,-9.99,82.86,22.891
282,-9.99,82.56,22.891
283,-0.02,82.61,22.887
284,0.03,83.14,22.891
285,-0.01,83.29,22.908
286,-0.01,82.35,22.901
287,-0.02,82.71,22.903
288,0.04,82.48,22.901
289,0.02,82.35,22.898
290,0.01,81.31,22.901
291,-0.04,81.29,22.888
292,-0.04,81.11,22.88
293,-0.02,81.08,22.882
294,0.01,81.21,22.885
295,0.11,81.24,22.88
296,0,81.72,22.872
297,0.05,82.48,22.872
298,0.11,82.86,22.867
299,0.15,82.53,22.867
300,0.13,83.02,22.867
301,0.01,83.12,22.866
302,0.1,83.57,22.867
303,0.09,83.52,22.861
304,0.05,83.24,22.856
305,0.03,83.55,22.85
306,0.04,83.45,22.842
307,0,83.65,22.83
308,-0.05,83.93,22.827
309,-0.07,84.18,22.826
310,-0.06,84.34,22.825
311,-0.02,84.49,22.813
312,0.02,84.31,22.806
313,0.04,84.62,22.8
314,0.03,84.84,22.799
315,0.03,84.84,22.798
316,0.04,85.02,22.786
317,0.03,85.07,22.779
318,0.02,85.28,22.766
319,0.04,85.28,22.762
320,0.02,85.66,22.756
321,0.02,85.84,22.751
322,0.02,86.17,22.745
323,0.01,86.55,22.74
324,0.03,86.72,22.734
325,0.01,86.88,22.728
326,0.01,87.23,22.722
327,0.02,87.11,22.72
328,0.01,87.23,22.724
329,0,87.23,22.723
330,0.01,87.31,22.722
331,-0.01,87.26,22.72
332,0,87.46,22.712
333,0.01,87.56,22.704
334,0.01,87.36,22.699
335,0,87.33,22.694
336,-0.01,87.59,22.687
337,0,87.97,22.684
338,0,87.94,22.678
339,0,87.66,22.673
340,0.01,87.79,22.67
341,0.01,88.12,22.669
342,0.01,88.07,22.668
343,0.01,88.1,22.665
344,0.01,88.17,22.657
345,0,88.1,22.651
346,0.01,87.97,22.647
347,0.01,88.2,22.641
348,-0.01,88.33,22.632
349,-0.01,88.38,22.626
350,-0.02,88.53,22.622
351,0.02,88.71,22.618
352,0.01,88.91,22.612
353,0.02,88.91,22.605
354,0.01,88.94,22.6
355,0.01,88.91,22.595
356,0.01,88.53,22.593
357,0.01,88.33,22.587
358,-0.02,88.12,22.582
359,0,87.97,22.576
360,0.01,87.82,22.566
361,-0.01,87.89,22.561
362,0.01,87.87,22.555
363,0.01,88.12,22.548
364,-0.01,88.02,22.544
365,-0.01,87.92,22.541
366,0.02,87.97,22.539
367,0.02,87.82,22.541
368,0,88.12,22.543
369,-0.01,87.87,22.544
370,-0.03,87.84,22.543
371,-0.05,87.69,22.543
372,0.04,86.6,22.542
373,0.04,86.39,22.54
374,0,86.32,22.536
375,0.02,87.18,22.532
376,-0.01,86.83,22.528
377,-0.01,86.7,22.527
378,-0.01,86.52,22.523
379,-0.01,86.95,22.519
380,-0.05,87.28,22.517
381,0.01,87.79,22.515
382,0,87.31,22.52
383,0.03,87.31,22.529
384,0,87.05,22.532
385,-0.05,86.85,22.538
386,-0.04,86.78,22.543
387,-0.05,86.83,22.549
388,-0.02,86.88,22.554
389,-0.02,86.93,22.558
390,0.04,86.62,22.56
391,-0.01,87.21,22.563
392,-0.01,87.13,22.562
393,0.01,87.31,22.563
394,0.02,86.9,22.562
395,-0.01,86.5,22.567
396,-9.99,85.91,22.576
397,-9.99,86.04,22.584
398,0.04,85.1,22.59
399,0.04,84.39,22.594
400,0.07,84.23,22.612
401,-0.03,84.54,22.63
402,-0.07,84.57,22.635
403,0.02,84.23,22.641
404,0.01,84.36,22.642
405,-0.02,84.87,22.649
406,0.02,85.2,22.659
407,0.02,85.15,22.661
408,0.01,85.68,22.662
409,0,85.73,22.671
410,-0.02,85.71,22.681
411,-0.01,85.68,22.696
412,0.01,85.71,22.707
413,-0.02,85.86,22.721
414,-0.04,86.06,22.729
415,-0.05,85.86,22.761
416,-0.1,85.71,22.771
417,-0.02,85.96,22.782
418,-0.07,85.91,22.794
419,-0.03,85.45,22.793
420,0.02,85.53,22.83
421,0.03,85.45,22.852
422,0.07,85.28,22.857
423,0,85.51,22.857
424,-0.01,85.45,22.868
425,0.04,85.61,22.889
426,-0.01,85.66,22.912
427,-0.02,85.76,22.934
428,-0.02,85.81,22.956
429,-0.02,85.33,22.975
430,-0.01,85.15,22.982
431,0,85.12,22.995
432,-0.01,85.2,22.981
433,0.04,85.2,23.012
434,-9.99,85.38,23.042
435,-9.99,85.4,23.063
436,-0.01,85.05,23.076
437,-0.03,84.08,23.085
438,-0.03,84.06,23.075
439,0.02,84.16,23.056
440,0.03,84.06,23.031
441,0.01,83.52,23.018
442,-0.02,83.47,23.019
443,-0.02,83.65,23.032
444,-0.05,84.34,23.021
445,-0.11,84.01,22.997
446,-0.03,84.03,22.986
447,0.03,84.21,22.964
448,0.01,83.9,22.995
449,0.01,83.85,23.008
450,-0.02,83.75,22.99
451,-0.05,84.03,22.967
452,-0.03,84.29,22.98
453,-0.03,85.05,22.964
454,-0.05,85.51,22.951
455,-0.17,86.19,22.942
456,-0.22,86.78,22.94
457,-0.07,86.7,22.918
458,-0.04,86.8,22.917
459,0.08,87.23,22.93
460,0.02,86.88,22.943
461,-0.01,87.05,22.959
462,0.07,87.03,22.959
463,0.01,87.13,22.951
464,0.05,87.11,22.955
465,-0.08,87.18,22.964
466,-0.01,87.05,22.962
467,0.08,87.08,22.953
468,0.06,87.23,22.952
469,-0.04,87.54,22.951
470,0.01,87.82,22.942
471,0.08,88.15,22.928
472,0.07,88.1,22.931
473,-0.02,88.15,22.926
474,0.05,87.89,22.942
475,0.05,88.02,22.941
476,-0.1,87.26,22.922
477,0.05,87.44,22.908
478,-0.06,87.54,22.9
479,-0.07,87.56,22.891
480,0.02,87.56,22.882
481,-0.01,86.98,22.87
482,-0.02,87.13,22.873
483,-0.04,87.26,22.871
484,0,86.45,22.87
485,-0.01,86.93,22.878
486,-0.04,87,22.87
487,-0.03,87.05,22.861
488,0.05,87.64,22.856
489,0.07,86.98,22.859
490,-0.02,87.13,22.864
491,0.08,87.56,22.866
492,0.08,87.51,22.88
493,-0.06,87.69,22.885
494,0.13,88.35,22.892
495,0.01,88.45,22.897
496,-0.05,88.17,22.897
497,0.06,88.02,22.895
498,0.06,87.97,22.901
499,0,87.69,22.904
500,0.08,87.31,22.913
501,0.02,87.51,22.909
502,0.01,87.28,22.908
503,0,87.08,22.909
504,0.01,87.46,22.901
505,0.01,87.69,22.898
506,0,87.74,22.9
507,-0.01,88.1,22.898
508,0,88.12,22.897
509,0,88.38,22.885
510,0.01,88.17,22.878
511,0,88.38,22.873
512,0.01,88.33,22.865
513,0.01,88.55,22.861
514,0.01,88.68,22.856
515,0,88.58,22.851
516,-0.02,88.55,22.851
517,0.01,88.43,22.851
518,0.01,88.55,22.852
519,0,88.53,22.853
520,0,88.76,22.852
521,-0.01,88.55,22.86
522,-0.01,88.35,22.859
523,0,88.6,22.859
524,-0.04,88.33,22.857
525,0.01,88.68,22.85
526,0.02,88.53,22.845
527,0,88.68,22.837
528,0.01,88.94,22.834
529,-0.02,89.11,22.836
530,0.01,89.39,22.836
531,0.01,89.34,22.831
532,0.02,88.73,22.827
533,0.05,88.05,22.83
534,0.07,87.61,22.832
535,0.07,87.26,22.828
536,0.04,86.52,22.829
537,0.01,86.83,22.836
538,-0.06,86.78,22.835
539,-9.99,86.8,22.83
540,-9.99,86.47,22.842
541,-0.07,86.19,22.858
542,0.01,85.71,22.862
543,-9.99,86.34,22.861
544,-9.99,86.9,22.864
545,-9.99,86.37,22.865
546,-0.04,87.64,22.87
547,-0.05,88.4,22.872
548,0.01,87.77,22.875
549,0.07,87.94,22.884
550,0.09,88.12,22.89
551,0.05,88.63,22.901
552,0.03,88.63,22.916
553,0.01,88.53,22.931
554,-0.01,88.38,22.938
555,-0.02,88.15,22.941
556,-0.01,88.33,22.952
557,-0.01,88.2,22.964
558,-0.01,87.61,22.987
559,-0.03,86.98,23.008
560,-0.05,86.98,23.019
561,-0.02,86.47,23.036
562,-0.04,85.99,23.046
563,-0.02,85.73,23.05
564,0.01,85.71,23.066
565,0,85.3,23.065
566,-0.01,85.43,23.071
567,-0.01,84.59,23.068
568,-0.04,84.16,23.068
569,-0.02,84.03,23.066
570,-0.04,83.63,23.06
571,-0.02,84.03,23.056
572,-0.04,84.39,23.043
573,0,84.92,23.035
574,-0.01,84.82,23.047
575,-0.02,84.92,23.046
576,0.01,85.1,23.039
577,0,84.74,23.034
578,-0.01,84.87,23.042
579,0,84.92,23.037
580,0.02,84.84,23.038
581,0.01,85.12,23.03
582,0.01,84.72,23.03
583,0.01,84.77,23.028
584,0.01,84.49,23.034
585,0,84.74,23.024
586,0,84.74,23.028
587,0.11,84.23,23.02
588,0.17,83.75,23.01
589,-0.02,83.9,23.013
590,-0.01,84.01,23.005
591,-0.01,84.36,22.994
592,-0.02,84.16,22.982
593,-0.02,84.41,22.97
594,-0.03,84.59,22.954
595,-0.05,85.35,22.943
596,-0.04,85.81,22.933
597,-0.04,85.91,22.93
598,-0.04,86.7,22.922
599,-0.01,86.47,22.923
600,0.04,86.5,22.922
601,0.02,86.85,22.916
602,0.05,86.85,22.916
603,0.04,86.85,22.905
604,0.04,87.18,22.9
605,0.04,87.44,22.89
606,0.04,87.23,22.894
607,0.04,87.51,22.894
608,0.04,87.64,22.886
609,0.02,86.6,22.865
610,0.02,86.47,22.854
611,0.02,86.37,22.872
612,0.01,86.67,22.888
613,0.02,86.8,22.886
614,0.02,87.18,22.878
615,0.02,86.98,22.87
616,0.01,86.9,22.883
617,0.01,86.98,22.906
618,0.01,86.93,22.911
619,0.01,86.52,22.908
620,0.02,86.7,22.905
621,-0.01,86.85,22.899
622,0.03,86.45,22.9
623,-0.01,86.47,22.896
624,0.01,86.93,22.885
625,0.02,87.16,22.871
626,0.02,87.13,22.869
627,0.03,87,22.872
628,0.02,87.31,22.88
629,0.01,87.39,22.887
630,0,87.56,22.893
631,0,87.41,22.884
632,0,87.46,22.873
633,0.01,87.41,22.865
634,0.02,87.61,22.857
635,0,87.41,22.848
636,0,87.72,22.84
637,-0.01,87.66,22.834
638,0.01,87.82,22.835
639,-0.04,87.66,22.84
640,-0.03,87.61,22.834
641,-0.07,87.74,22.822
642,-0.02,87.33,22.814
643,0.04,87.72,22.81
644,-0.01,86.88,22.812
645,0.01,86.7,22.808
646,0.02,85.71,22.8
647,-0.02,85.76,22.79
648,0.01,85.4,22.782
649,0.03,85.76,22.79
650,0.02,85.48,22.792
651,0.01,85.43,22.787
652,0.01,85.07,22.788
653,0.02,85.12,22.789
654,0,85.02,22.799
655,-0.01,85.2,22.8
656,-0.01,84.77,22.8
657,0,84.82,22.798
658,0,84.67,22.792
659,0,84.49,22.782
660,-0.01,84.26,22.777
661,0.01,84.13,22.772
662,0,83.78,22.769
663,-0.01,83.7,22.768
664,0,83.7,22.763
665,0,83.7,22.762
666,-0.01,84.41,22.761
667,-0.02,84.44,22.77
668,-0.02,84.77,22.771
669,0.01,85.43,22.769
670,0,85.38,22.767
671,0,85.66,22.76
672,0.04,85.38,22.753
673,0.06,84.84,22.75
674,0.07,85.56,22.756
675,0.07,85.02,22.761
676,0.03,84.59,22.763
677,0.05,84.46,22.764
678,0.02,84.11,22.769
679,0,84.16,22.78
680,-0.02,83.8,22.791
681,-0.01,83.75,22.792
682,-0.01,83.88,22.794
683,-0.01,83.68,22.798
684,-0.05,83.52,22.805
685,-0.03,83.78,22.802
686,-0.06,83.45,22.8
687,-0.02,83.68,22.813
688,-0.02,84.08,22.814
689,-0.05,83.96,22.829
690,-0.05,84.06,22.836
691,-0.01,84.18,22.85
692,0,84.36,22.856
693,-0.04,84.72,22.861
694,-0.02,84.69,22.866
695,-0.01,84.84,22.868
696,-0.01,84.95,22.873
697,0.01,84.87,22.89
698,0,84.49,22.902
699,-0.03,84.82,22.911
700,-0.02,85.23,22.92
701,0.02,85.33,22.929
702,-0.02,85.63,22.931
703,0,85.78,22.927
704,-0.02,86.34,22.946
705,0.01,86.22,22.964
706,0.01,86.52,22.976
707,0.01,86.29,22.984
708,0.01,86.45,23.004
709,0.01,86.45,23.008
710,0,86.62,23.012
711,0.01,86.37,23.019
712,0.02,85.91,23.041
713,-0.02,85.25,23.033
714,-0.01,85.61,23.052
715,0.01,85.33,23.053
716,0,85.05,23.065
717,0,84.95,23.07
718,0.01,84.87,23.072
719,0.02,85.02,23.078
720,0.04,85.05,23.085
721,0.01,84.49,23.085
722,0.01,84.44,23.088
723,-0.07,83.83,23.105
724,-9.99,83.6,23.112
725,-9.99,83.29,23.123
726,-0.07,83.7,23.144
727,-0.02,83.35,23.137
728,0.02,83.17,23.142
729,-0.04,83.22,23.137
730,-0.06,83.65,23.139
731,-0.08,82.94,23.13
732,-0.07,83.68,23.129
733,0.02,83.83,23.122
734,-0.02,83.63,23.104
735,-0.01,83.24,23.075
736,-0.05,83.24,23.078
737,0.08,83.09,23.085
738,0.04,83.57,23.075
739,0.03,83.78,23.075
740,-0.01,84.08,23.069
741,0.01,84.13,23.065
742,0.01,84.64,23.074
743,0.02,85,23.081
744,0.1,85.28,23.075
745,0.06,85.28,23.064
746,0.08,85.05,23.044
747,0.1,85.17,23.046
748,0.06,84.79,23.058
749,0.02,84.82,23.073
750,0.01,84.62,23.062
751,0.02,84.69,23.042
752,0.04,84.79,23.047
753,0.01,85.1,23.058
754,0.01,84.69,23.042
755,0.02,85.15,23.028
756,0.01,85.4,23.027
757,0.01,85.45,23.028
758,0.04,85.68,23.038
759,0.03,85.99,23.05
760,0.03,86.09,23.041
761,0.01,86.62,23.039
762,0.02,86.8,23.033
763,-0.01,87.08,23.024
764,-0.01,87.41,23.019
765,-0.05,87.69,23.008
766,0.02,87.79,23.001
767,-0.02,88.05,22.994
768,0.06,88.38,22.974
769,0.02,88.27,22.967
770,0.05,88.4,22.966
771,0.01,88.71,22.964
772,0.02,88.53,22.975
773,0.01,88.94,22.971
774,0.04,89.24,22.964
775,0.01,89.32,22.96
776,0.02,89.34,22.964
777,0.01,89.34,22.961
778,0,89.52,22.959
779,-0.01,89.29,22.952
780,0.01,89.54,22.95
781,0.05,89.7,22.951
782,0.02,89.67,22.949
783,-0.01,89.6,22.951
784,0,89.47,22.955
785,0.01,89.62,22.952
786,0.01,89.54,22.945
787,0,89.72,22.927
788,-0.01,89.32,22.914
789,-0.01,89.21,22.911
790,-0.01,89.47,22.914
791,-0.04,89.29,22.903
792,-0.02,89.42,22.904
793,0.04,89.54,22.908
794,0.02,89.32,22.909
795,0.03,89.52,22.907
796,0.02,89.42,22.901
797,0.02,89.54,22.887
798,-0.04,89.44,22.88
799,-0.03,89.54,22.876
800,-0.04,89.62,22.87
801,-0.08,89.7,22.874
802,0,89.7,22.88
803,0.05,89.7,22.887
804,0.07,89.8,22.892
805,0.02,90.03,22.886
806,0,90.15,22.88
807,0.01,90.21,22.881
808,0,90.05,22.887
809,0,90.03,22.895
810,0.01,90.08,22.891
811,-0.01,89.95,22.89
812,-0.04,90,22.886
813,0.01,89.95,22.882
814,0,89.72,22.878
815,0.01,89.72,22.872
816,0.01,89.39,22.867
817,0.05,88.94,22.86
818,0.03,88.76,22.858
819,0.06,88.53,22.846
820,0.02,88.07,22.837
821,0.04,88,22.838
822,0.04,87.46,22.84
823,0,87.66,22.85
824,0.01,87.11,22.86
825,-0.01,86.98,22.866
826,-0.02,86.9,22.863
827,-0.02,86.93,22.864
828,-0.02,86.88,22.87
829,-0.01,87.41,22.878
830,-0.05,87.36,22.879
831,-0.04,87.31,22.886
832,-0.01,87.21,22.898
833,-9.99,87.26,22.904
834,-9.99,87.31,22.904
835,0.04,87.33,22.911
836,0.02,87.39,22.925
837,0,87.54,22.946
838,-0.01,87.61,22.954
839,-0.05,87.66,22.972
840,-0.01,87.66,22.998
841,0.01,87.31,23.003
842,-0.03,86.9,23.043
843,-0.09,86.78,23.069
844,-0.01,86.67,23.087
845,0.01,86.88,23.088
846,0.06,86.52,23.088
847,0,86.45,23.111
848,-0.05,86.65,23.119
849,-0.01,86.24,23.133
850,0.02,86.27,23.142
851,-0.02,86.04,23.157
852,-9.99,85.68,23.169
853,-9.99,85.66,23.203
854,-0.04,86.09,23.207
855,-0.03,86.14,23.228
856,0.04,86.14,23.258
857,0.04,86.62,23.263
858,-0.07,86.85,23.321
859,0.07,86.85,23.311
860,-0.02,86.7,23.3
861,0.01,86.88,23.323
862,0.01,86.78,23.351
863,0.04,86.65,23.379
864,0.04,86.8,23.395
865,-0.13,86.5,23.394
866,-0.01,86.06,23.389
867,0.09,85.4,23.399
868,0.02,85.1,23.395
869,-9.99,85.1,23.389
870,-9.99,84.67,23.39
871,0.01,84.9,23.389
872,0.02,84.34,23.394
873,-0.01,84.82,23.395
874,0.02,84.82,23.399
875,0,84.44,23.386
876,-0.01,84.16,23.389
877,-0.05,84.36,23.404
878,-0.04,84.44,23.394
879,-0.03,84.67,23.398
880,-0.04,85.07,23.403
881,-0.06,85.07,23.373
882,-0.07,85.23,23.375
883,-0.04,85.33,23.375
884,-0.05,85.78,23.375
885,-0.06,85.63,23.361
886,-0.08,85.81,23.345
887,-0.05,85.66,23.334
888,-0.01,86.01,23.329
889,-0.01,86.45,23.324
890,0.02,86.5,23.322
891,0.02,86.57,23.308
892,0.02,86.98,23.3
893,0.05,87.28,23.282
894,0.03,87.28,23.268
895,0.03,87.33,23.274
896,0.02,87.64,23.275
897,0.02,87.66,23.266
898,0.03,87.74,23.246
899,0.02,87.84,23.243
900,0.02,88.07,23.24
901,0.04,88.22,23.244
902,0.02,87.87,23.243
903,0.01,88.15,23.232
904,0.02,87.87,23.218
905,0.01,88.17,23.218
906,0.01,88.38,23.233
907,0.01,88.17,23.232
908,0,88.2,23.231
909,0.01,88.63,23.216
910,0.01,88.81,23.218
911,0.01,88.4,23.211
912,0,88.43,23.208
913,0.01,88.63,23.207
914,-0.01,88.58,23.203
915,0.02,88.48,23.2
916,0.01,88.58,23.197
917,0.01,88.53,23.207
918,0.01,88.4,23.206
919,0.01,88.02,23.214
920,0.01,87.82,23.215
921,0,87.59,23.216
922,0.01,87.74,23.217
923,0,87.77,23.211
924,0,87.36,23.204
925,0,87.23,23.204
926,0,87.46,23.206
927,0,87.49,23.206
928,0.02,87.49,23.206
929,-0.01,87.08,23.203
930,-0.02,86.7,23.197
931,-0.01,86.55,23.193
932,-0.01,86.42,23.197
933,0,86.57,23.193
934,-0.01,86.24,23.189
935,-0.02,86.17,23.19
936,-0.01,86.11,23.185
937,-0.01,86.22,23.183
938,-0.01,85.84,23.184
939,-0.01,86.11,23.188
940,0.01,85.71,23.189
941,0,86.11,23.189
942,0.02,85.96,23.192
943,0.01,86.14,23.191
944,0.01,86.47,23.188
945,0.01,86.72,23.185
946,0.02,86.65,23.182
947,0.01,86.14,23.181
948,0.01,86.14,23.178
949,0.01,86.47,23.177
950,-0.02,86.83,23.177
951,-0.02,86.78,23.178
952,0.01,87.39,23.188
953,0,86.9,23.183
954,0.02,87.18,23.177
955,-0.02,87,23.183
956,-0.02,87.18,23.185
957,0.02,86.9,23.182
958,0.02,87.08,23.181
959,0.02,87.28,23.178
960,0.02,86.85,23.183
961,0.01,87.26,23.183
962,0,87.41,23.183
963,0.03,87.36,23.187
964,0.01,86.88,23.19
965,0.02,87.11,23.191
966,-0.01,86.85,23.191
967,-0.02,86.9,23.188
968,-0.04,87.74,23.184
969,-0.02,87,23.187
970,0.02,86.01,23.193
971,0.05,86.22,23.199
972,0.07,85.84,23.197
973,0.02,85.78,23.193
974,0.03,85.94,23.195
975,-0.01,86.45,23.199
976,-0.07,86.5,23.207
977,-0.02,85.94,23.217
978,0.04,85.73,23.218
979,0.01,86.01,23.226
980,0.05,86.06,23.236
981,-0.01,86.11,23.246
982,-0.02,86.29,23.255
983,-0.04,86.5,23.25
984,-0.01,86.47,23.267
985,0.04,86.47,23.282
986,-0.09,86.42,23.31
