178,2,83,0,-42,-19,4,126,122
179,0,97,0,24,-30,60,73,14
180,-3,109,2,46,0,63,63,0
181,0,78,0,16,-11,42,63,22
182,0,78,0,12,-10,41,65,24
183,0,78,5,-22,0,22,101,80
184,0,83,5,-24,0,27,108,82
185,2,80,0,54,0,26,26,0
186,0,77,-2,28,0,21,48,28
187,0,104,-9,28,0,67,75,8
188,-1,79,0,16,0,23,63,40
189,-3,86,0,42,-16,42,44,2
190,-1,89,0,38,-14,48,50,2
191,0,107,-2,38,0,68,68,0
192,0,107,0,46,4,61,60,0
193,4,76,0,34,-10,39,43,4
194,1,76,0,44,8,32,32,0
195,0,79,0,54,14,26,24,0
196,0,81,-1,44,5,37,37,0
197,3,99,0,38,0,43,60,18
198,0,93,-7,50,0,37,44,6
199,0,75,-2,34,0,38,41,2
200,4,84,-1,52,-2,31,32,0
201,0,85,6,-40,10,5,126,122
202,0,76,0,36,4,39,40,2
203,0,92,0,-4,22,36,97,60
204,2,75,0,44,11,31,31,0
205,-5,83,0,42,-9,39,41,2
206,-1,76,0,38,-24,35,37,2
207,0,86,0,44,-10,41,42,2
208,0,77,0,6,-11,22,72,50
209,-2,110,0,68,0,43,43,0
210,-67,106,0,36,31,69,69,0
211,0,108,0,54,-14,52,53,2
212,0,86,-3,42,0,44,44,0
213,0,84,0,54,-19,28,30,2
214,2,80,0,38,4,42,41,0
215,0,86,0,44,-3,41,42,2
216,0,83,-1,44,0,38,39,0
217,-2,83,0,44,-7,37,39,2
218,-1,88,0,54,4,35,34,0
219,0,83,0,52,19,31,31,0
220,0,81,0,38,-3,41,43,2
221,0,88,0,46,0,41,41,0
222,0,77,0,42,0,34,36,2
223,2,76,-3,44,-5,31,32,0
224,1,97,0,42,4,55,55,0
225,0,81,2,26,0,44,55,10
226,0,86,0,-4,0,3,92,88
227,0,81,4,-22,0,25,104,80
228,0,87,0,42,-6,44,46,2
229,4,98,-4,42,0,42,57,14
230,2,78,0,46,9,32,32,0
231,0,79,0,26,-4,42,53,12
232,-1,83,0,42,-6,39,41,2
233,0,83,1,24,0,46,59,14
234,0,95,-2,50,0,40,46,6
235,3,89,0,56,0,33,32,0
236,0,78,0,0,-11,42,78,36
237,1,87,-6,46,-4,39,41,2
238,0,90,0,30,9,53,59,6
239,0,96,0,46,9,41,50,8
240,-3,84,4,52,1,33,32,0
241,0,78,0,12,11,41,65,24
242,0,97,-6,34,0,59,63,4
243,-1,77,2,44,0,32,33,0
244,0,84,0,50,18,35,35,0
245,0,81,4,52,-22,28,29,2
246,2,90,0,28,0,53,62,8
247,0,77,1,36,0,41,41,0
248,57,82,0,-42,-4,12,126,114
249,-2,111,0,60,0,50,52,2
250,0,86,0,60,21,28,27,0
251,0,95,3,50,4,46,46,0
252,2,86,6,44,0,41,42,2
253,0,79,0,46,6,33,32,0
254,0,78,0,44,1,22,34,12
255,-3,96,0,54,-3,41,42,2
256,0,78,0,50,3,29,29,0
257,3,77,0,38,0,38,38,0
258,-1,79,-8,20,-13,23,58,34
259,0,86,0,56,15,31,30,0
260,0,81,0,18,-26,44,63,18
261,0,82,-2,38,-3,41,43,2
262,-3,88,0,44,0,44,44,0
263,0,83,0,8,24,46,75,30
264,0,77,0,42,-8,34,36,2
265,6,89,0,6,-6,5,84,78
266,0,79,-1,6,-23,43,74,32
267,0,81,0,38,7,43,42,0
268,0,77,0,42,-19,34,35,2
269,-1,98,4,50,23,42,49,6
270,1,78,-2,50,0,28,29,2
271,3,86,0,38,0,48,48,0
272,0,81,0,42,-10,37,39,2
273,0,79,0,36,9,42,43,2
274,-4,91,0,56,0,33,34,0
275,0,93,2,44,0,49,50,0
276,3,76,0,38,8,38,37,0
277,0,79,-3,36,-1,41,43,2
278,6,83,1,-40,13,4,124,120
279,-1,76,0,36,0,39,39,0
280,-3,88,0,2,-25,3,86,82
281,3,77,0,36,0,41,41,0
282,0,77,0,26,-19,41,52,10
283,0,79,0,46,14,34,33,0
284,4,77,0,28,0,23,48,26
285,-5,77,0,44,19,34,33,0
286,0,83,2,38,-1,42,44,2
287,0,77,10,42,-34,34,36,2
288,2,81,4,-4,0,25,86,62
289,0,82,0,-32,9,26,115,90
290,0,103,0,24,16,66,80,14
291,1,90,3,50,0,39,41,2
292,0,84,8,44,-8,39,41,2
293,0,89,4,46,-7,41,42,2
294,0,88,-3,6,0,3,83,80
295,-2,106,0,46,0,59,60,0
296,-6,78,0,10,0,42,68,26
297,-38,106,-104,30,-17,69,75,6
298,0,91,2,56,0,33,34,2
299,0,78,-7,46,5,32,32,0
300,0,95,-2,50,-10,40,46,6
301,0,82,0,56,10,26,25,0
302,0,92,0,46,-3,37,46,8
303,-2,86,0,38,0,46,47,0
304,2,81,-5,50,0,30,32,2
305,0,75,0,20,11,38,54,16
306,-2,80,0,38,-20,39,41,2
307,0,86,0,52,-10,33,34,2
308,2,88,0,46,3,42,41,0
309,0,78,0,6,-4,41,73,32
310,0,79,-2,44,0,35,35,0
311,-3,76,0,38,0,38,37,0
312,4,91,0,52,0,38,39,0
313,0,93,0,16,4,55,77,22
314,0,77,0,-22,23,21,100,80
315,4,82,-7,44,1,38,38,0
316,0,79,-4,24,0,42,55,14
317,0,87,-7,46,0,41,41,0
318,-3,86,0,52,-4,33,34,0
319,0,79,0,38,0,39,41,2
320,0,80,0,54,-15,24,26,2
321,1,86,0,-6,0,3,94,90
322,-5,111,0,60,0,50,51,2
323,1,88,0,44,4,44,44,0
324,1,87,0,46,7,41,41,0
325,-3,88,0,52,0,35,36,0
326,0,78,0,-2,-6,42,81,40
327,0,78,-7,42,0,35,37,2
328,0,84,0,18,-25,47,66,18
329,-4,85,0,42,0,43,44,2
330,0,79,3,42,0,37,38,2
331,-2,82,0,-40,0,4,123,120
332,0,88,0,46,0,39,41,2
333,0,90,0,54,0,36,36,0
334,0,82,-2,-40,0,4,123,120
335,1,77,2,38,0,38,38,0
336,1,77,0,42,0,34,35,2
337,-2,108,-2,70,-28,1,38,38
338,-1,81,-6,54,-8,26,27,0
339,0,106,0,38,-28,64,67,2
340,-4,85,0,56,0,28,28,0
341,0,76,0,34,13,39,42,4
342,-1,78,0,42,0,36,37,2
343,5,82,0,42,0,40,41,0
344,0,103,-1,52,-17,50,51,2
345,2,75,0,42,0,33,34,0
346,4,106,0,18,0,68,88,20
347,-1,81,0,50,5,33,32,0
348,0,77,5,46,0,31,30,0
349,4,95,0,44,26,40,51,12
350,1,107,0,38,-7,66,68,2
351,0,77,0,10,5,22,67,46
352,0,76,-2,26,1,39,50,12
353,-4,77,0,44,4,34,34,0
354,-2,83,0,50,0,34,34,0
355,0,78,0,12,19,22,65,42
356,2,81,0,52,0,29,29,0
357,0,77,0,2,-11,40,75,34
358,0,82,0,-24,-16,26,108,82
359,0,83,0,6,-5,47,78,32
360,0,95,0,46,27,40,49,8
361,4,77,0,44,-21,32,34,2
362,1,81,0,52,12,29,29,0
363,0,106,0,28,-9,69,78,8
364,3,83,-3,54,0,29,29,0
365,0,103,0,72,24,1,31,30
366,0,109,0,62,23,48,47,0
367,0,93,0,50,25,37,44,6
368,0,82,1,44,1,38,38,0
369,4,87,-1,44,0,42,43,2
370,0,81,0,44,-3,36,37,2
371,0,77,0,20,-28,22,57,36
372,-1,76,-3,20,-7,39,55,16
373,0,79,0,12,11,23,66,42
374,0,88,2,44,0,44,44,0
375,0,87,-5,44,0,43,43,0
376,-3,77,0,38,8,39,38,0
377,0,77,1,20,0,40,56,16
378,-15,78,0,10,0,42,68,26
379,1,80,0,56,1,24,23,0
380,-4,86,0,46,0,39,39,0
381,-4,107,-1,50,0,58,58,0
382,0,82,0,56,0,25,25,0
383,1,108,0,42,10,66,66,0
384,0,79,0,10,13,42,68,26
385,-2,108,0,60,0,45,48,2
386,0,86,0,44,21,43,42,0
387,0,87,-1,56,18,32,30,0
388,-1,86,-2,46,0,39,39,0
389,-4,81,1,44,-21,36,37,2
390,0,88,-1,56,0,31,31,0
391,0,76,0,30,-23,40,45,6
392,-1,100,0,42,0,59,59,0
393,-1,79,0,50,1,30,30,0
394,0,104,-2,16,-14,67,89,22
395,0,92,0,30,-7,37,61,24
396,-2,108,-1,70,-23,1,38,38
397,0,98,-3,50,18,42,49,6
398,3,85,0,56,23,29,28,0
399,2,83,0,44,9,39,39,0
400,-1,86,0,50,4,37,37,0
401,0,78,0,8,21,41,70,30
402,0,107,-5,70,0,1,37,36
403,0,78,0,12,-9,41,65,24
404,0,102,0,44,15,59,58,0
405,0,92,0,56,0,36,35,0
406,0,79,6,42,0,36,37,2
407,0,93,-7,12,0,55,80,24
408,0,109,0,68,4,43,42,0
409,0,79,-1,38,-2,41,41,0
410,0,79,3,8,0,42,71,30
411,1,87,0,-4,0,3,92,88
412,-4,86,0,52,17,35,34,0
413,-3,84,0,52,0,31,32,0
414,0,95,0,46,-6,47,49,2
415,0,95,0,18,22,58,77,20
416,-3,81,0,50,0,31,32,2
417,0,81,2,42,-12,37,39,2
418,0,76,0,20,-20,40,55,16
419,0,82,0,44,-11,37,38,2
420,0,78,0,2,-24,42,75,34
421,0,81,-7,42,0,38,40,2
422,-1,81,0,42,0,39,39,0
423,0,82,0,-38,-6,26,121,94
424,-1,88,0,44,0,44,44,0
425,0,106,0,34,-12,69,72,4
426,0,79,0,46,5,34,33,0
427,0,79,0,10,224,42,69,26
428,0,81,8,-40,9,5,122,116
429,-1,85,0,44,3,41,41,0
430,-1,76,0,44,19,32,32,0
431,-2,97,2,42,-16,41,56,14
432,2,88,0,54,-5,32,33,2
433,0,81,-4,46,0,32,34,2
434,1,77,0,54,0,23,23,0
435,2,97,0,34,-2,60,64,4
436,0,78,-1,0,-3,23,78,56
437,0,96,4,34,0,40,62,22
438,0,86,0,42,-19,42,44,2
439,-4,96,0,50,0,41,47,6
440,0,78,0,-2,4,42,81,40
441,1,95,-3,50,0,46,46,0
442,0,95,1,10,0,58,84,26
443,0,99,-1,42,-16,56,58,2
444,-4,108,0,70,0,1,38,36
445,0,77,0,26,-7,41,52,10
446,0,86,1,56,0,31,30,0
447,0,76,0,-12,-19,20,89,68
448,0,80,-7,42,0,38,39,0
449,0,76,0,36,3,39,39,0
450,1,84,0,-28,0,4,112,108
451,3,79,0,44,-2,34,35,2
452,0,89,5,42,0,46,48,2
453,1,86,0,44,4,43,42,0
454,-1,86,0,50,-1,36,37,0
455,-1,86,0,50,-6,36,37,2
456,-1,78,-6,46,14,33,32,0
457,0,86,0,46,4,41,40,0
458,0,83,0,30,-23,46,52,6
459,5,84,1,42,0,42,43,0
460,0,89,0,56,0,33,32,0
461,0,79,-5,26,0,43,54,10
462,-1,88,0,42,0,45,46,2
463,0,75,0,20,5,38,54,16
464,0,96,0,18,-29,59,78,18
465,0,89,0,6,26,4,84,80
466,0,96,-2,52,-1,40,44,4
467,0,84,0,54,11,32,30,0
468,0,79,-1,6,-3,23,74,50
469,0,81,0,24,-18,44,57,14
470,0,77,5,26,0,40,51,10
471,0,76,0,42,25,35,35,0
472,-5,88,0,42,10,47,46,0
473,-4,107,0,44,-19,62,63,2
474,0,107,0,56,26,51,50,0
475,1,106,0,46,-3,58,60,2
476,1,86,-3,44,0,40,42,2
477,-2,81,-6,50,-8,32,32,0
478,-2,95,0,46,-3,47,49,2
479,0,97,-2,52,1,41,45,4
480,0,93,2,46,0,37,46,10
481,0,83,-1,18,0,47,65,18
482,0,82,0,38,-21,41,43,2
483,0,77,1,-18,8,21,95,74
484,0,109,0,62,11,48,47,0
485,0,97,0,52,21,41,46,4
486,-2,77,0,42,-16,34,36,2
487,0,110,1,50,0,60,61,2
488,0,77,0,34,-2,40,44,4
489,-4,79,0,46,0,31,33,2
490,0,77,0,0,-10,40,77,36
491,1,78,0,50,14,29,29,0
492,1,81,0,54,0,27,27,0
493,3,81,-5,56,0,24,24,0
494,0,81,5,34,1,43,47,4
495,-2,93,3,46,5,47,46,0
496,-3,78,0,42,12,37,37,0
497,5,86,0,46,7,40,39,0
498,0,96,0,54,14,40,42,2
499,-3,99,0,42,0,57,58,2
500,-3,85,-1,44,0,41,41,0
501,0,81,0,42,17,40,39,0
502,0,88,0,44,-26,42,44,2
503,-4,84,0,-14,0,4,99,96
504,0,88,1,-2,0,3,91,88
505,0,75,0,26,23,38,49,12
506,-1,96,0,54,3,40,42,2
507,0,78,0,6,-31,23,73,50
508,-1,79,-6,20,-20,24,59,34
509,2,86,5,42,10,45,45,0
510,0,77,0,26,-2,41,52,10
511,0,86,0,-6,-21,3,94,90
512,1,77,0,16,-1,22,62,40
513,-2,81,0,42,6,40,39,0
514,0,78,0,24,-24,23,55,32
515,-3,86,0,44,0,42,42,0
516,2,84,0,44,15,40,40,0
517,0,76,1,44,8,32,32,0
518,0,77,0,28,511,40,48,8
519,0,81,0,24,-5,44,57,14
520,3,76,0,44,12,32,32,0
521,0,77,-1,34,2,40,43,4
522,0,79,0,36,-8,42,43,2
523,-1,82,0,54,0,28,28,0
524,0,95,2,50,1,46,46,0
525,0,76,0,28,24,39,48,8
526,1,86,0,44,22,42,42,0
527,0,77,0,44,-14,32,34,2
528,-2,85,0,42,0,43,44,0
529,0,83,0,52,9,32,32,0
530,0,78,-4,28,0,41,50,8
531,0,78,-3,42,0,37,37,0
532,0,96,1,42,-5,41,55,14
533,0,76,7,46,0,30,30,0
534,0,82,5,56,0,25,25,0
535,0,95,0,54,1,39,41,2
536,0,82,0,-12,-13,26,95,68
537,5,80,0,-2,4,24,83,58
538,0,106,-3,72,8,1,34,34
539,0,82,0,56,27,26,25,0
540,0,77,0,46,31,31,30,0
541,0,81,3,56,0,24,24,0
542,0,86,0,60,3,28,27,0
543,1,96,4,50,0,41,47,6
544,0,81,0,20,6,44,60,16
545,0,77,-7,42,0,34,36,2
546,5,102,0,52,9,51,50,0
547,0,95,-2,18,-10,58,77,18
548,0,77,0,-10,5,21,87,66
549,0,81,0,38,9,43,42,0
550,0,88,5,56,0,30,31,2
551,0,106,0,24,-2,69,83,14
552,-2,81,0,42,-10,37,39,2
553,4,86,0,42,0,43,44,2
554,-1,83,0,42,-3,40,42,2
555,1,102,0,42,0,60,61,2
556,0,90,0,54,-16,34,35,2
557,0,86,-2,42,-30,42,44,2
558,0,86,2,42,-1,43,45,2
559,0,77,-4,28,-12,21,48,28
560,0,106,7,36,0,69,70,2
561,0,113,0,62,-12,48,51,2
562,3,81,0,42,-13,37,39,2
563,0,79,-4,36,-5,41,43,2
564,0,78,0,10,20,41,68,26
565,0,86,6,44,-12,41,42,2
566,0,83,0,42,9,41,41,0
567,0,82,0,50,11,33,33,0
568,2,81,1,-40,11,5,122,118
569,0,86,1,52,-14,33,35,2
570,0,76,-1,30,0,39,45,6
571,4,86,0,54,0,30,32,2
572,3,77,5,50,0,27,28,2
573,-1,106,-3,36,-5,69,69,0
574,0,83,0,42,10,41,41,0
575,0,98,0,30,-13,61,67,6
576,-3,78,6,38,0,39,39,0
577,-2,75,0,36,-13,37,39,2
578,0,77,0,-24,-3,41,103,62
579,0,83,0,-30,-2,27,114,86
580,0,81,0,42,-4,38,40,2
581,3,102,0,50,2,53,53,0
582,-3,77,6,38,0,39,38,0
583,0,76,-1,44,-6,31,32,2
584,-5,77,0,36,1,40,41,0
585,2,83,0,46,10,37,37,0
586,0,95,0,16,-7,58,79,22
587,0,83,1,-2,0,46,85,40
588,0,86,0,56,-5,27,29,2
589,0,83,0,16,-24,47,68,22
590,-1,79,0,46,9,34,33,0
591,-1,88,0,44,-16,42,44,2
592,2,72,-13,0,1,17,72,56
593,0,107,0,38,5,69,68,0
594,-4,79,0,44,-15,33,35,2
595,-3,77,0,44,17,33,33,0
596,0,84,0,-22,-13,4,108,104
597,0,81,-1,36,0,44,45,0
598,0,82,-1,46,-2,34,35,2
599,0,80,2,42,0,39,39,0
600,-4,77,0,42,0,36,36,0
601,3,86,2,46,0,40,40,0
602,0,78,0,18,-5,41,60,18
603,0,79,4,42,5,38,38,0
604,2,86,1,42,0,44,45,2
605,0,109,2,60,0,47,49,2
606,0,85,0,50,8,36,36,0
607,1,113,3,62,0,49,51,2
608,0,77,4,8,0,41,70,28
609,0,77,-2,8,0,40,69,28
610,0,84,8,46,0,36,37,2
611,0,85,1,46,18,40,39,0
612,0,86,-7,46,0,39,40,0
613,5,96,0,50,1,40,47,8
614,0,83,0,2,-23,46,80,34
615,0,81,0,-2,13,44,84,40
616,1,82,0,54,0,28,28,0
617,1,76,0,42,0,33,34,2
618,0,78,-1,8,1,23,70,48
619,-1,81,0,42,15,41,40,0
620,0,83,0,-30,38,4,114,110
621,0,81,-4,20,1,44,61,16
622,0,86,0,52,5,35,34,0
623,0,95,0,56,4,39,39,0
624,0,106,0,24,-13,68,82,14
625,4,77,0,46,0,28,30,2
626,-1,81,0,44,-17,36,37,2
627,4,108,0,44,0,63,64,0
628,-5,108,0,42,0,67,67,0
629,0,76,0,34,19,39,43,4
630,3,90,0,46,11,44,43,0
631,0,88,-2,54,0,34,33,0
632,-4,90,0,28,0,53,62,8
633,0,85,1,42,0,42,44,2
634,0,88,-3,38,-12,48,50,2
635,-4,80,-2,20,-7,25,59,34
636,-5,84,0,42,0,42,43,2
637,0,92,0,-4,5,36,97,60
638,4,85,0,50,-11,34,36,2
639,0,78,0,-4,16,42,83,42
640,-2,92,0,26,31,54,66,12
641,0,79,-1,38,0,39,41,2
642,0,88,0,44,-12,42,44,2
643,4,77,0,54,0,22,23,0
644,0,81,1,36,0,43,44,2
645,-1,84,0,44,-5,38,40,2
646,-1,84,-3,46,-5,36,38,2
647,0,86,0,-2,21,3,89,86
648,0,105,0,18,22,68,87,18
649,0,86,-2,44,2,43,42,0
650,-5,77,0,52,0,26,25,0
651,0,83,0,8,21,46,75,30
652,4,89,0,54,0,34,35,0
653,0,83,4,38,-7,42,44,2
654,0,95,0,10,14,58,84,26
655,0,80,0,12,11,43,67,24
656,0,81,4,42,0,39,39,0
657,0,104,0,26,-25,66,78,12
658,1,86,7,38,0,46,47,0
659,-2,83,0,52,0,32,32,0
660,0,86,-1,42,0,44,45,2
661,0,81,0,12,-1,44,68,24
662,1,98,0,44,-1,42,54,12
663,0,105,5,18,0,68,87,18
664,-1,79,0,42,-30,36,38,2
665,0,83,0,54,-1,28,29,2
666,0,77,0,38,4,39,38,0
667,0,79,0,16,-18,23,63,40
668,0,107,1,30,0,70,76,6
669,0,84,-1,42,-1,42,43,2
670,0,77,-7,16,10,22,62,40
671,0,82,0,50,5,33,33,0
672,0,88,0,46,-8,40,42,2
673,0,88,0,46,22,42,41,0
674,0,88,3,52,-10,35,36,2
675,0,82,0,50,-12,31,33,2
676,0,82,-2,34,0,45,48,2
677,0,83,0,42,7,41,41,0
678,0,106,0,46,14,61,60,0
679,0,81,0,44,22,37,37,0
680,0,76,0,46,25,30,29,0
681,0,76,0,-2,3,20,79,58
682,1,94,1,46,0,46,48,2
683,0,95,0,46,0,47,49,2
684,0,95,0,10,0,58,84,26
685,0,86,-24,46,0,40,40,0
686,-1,83,0,52,0,31,31,0
687,1,77,0,46,6,32,31,0
688,0,80,0,42,18,39,39,0
689,2,93,0,46,23,48,47,0
690,0,84,0,38,-28,43,45,2
691,-1,87,0,54,-2,32,33,2
692,-1,87,0,42,-15,44,46,2
693,0,76,-4,-18,0,20,94,74
694,2,76,0,38,10,38,37,0
695,0,84,3,50,0,35,35,0
696,1,78,0,38,-14,37,39,2
697,0,75,0,28,43,38,46,8
698,0,95,0,46,-15,40,49,8
699,3,86,0,38,21,49,48,0
700,0,83,0,6,2,46,78,32
701,-2,80,0,38,0,42,41,0
702,0,77,0,44,-13,31,33,2
703,0,88,0,50,2,39,39,0
704,0,97,0,44,-14,41,53,12
705,-5,87,0,44,20,44,43,0
706,-1,76,2674,-22,14,21,99,78
707,0,105,-1,24,-4,68,82,14
708,0,95,0,50,6,40,46,6
709,-2,78,-1,54,0,24,24,0
710,4,77,0,50,3,28,28,0
711,0,77,-6,38,0,39,39,0
712,0,92,0,54,3,36,38,2
713,-5,82,0,44,-25,37,38,2
714,1,77,0,38,12,39,38,0
715,0,93,0,44,-4,48,50,2
716,1,75,0,42,-20,31,34,2
717,0,86,-1,50,15,38,37,0
718,0,82,-1,38,-13,41,43,2
719,0,85,0,44,-25,39,41,2
720,0,78,0,2,28,41,75,34
721,0,82,0,16,1,45,66,22
722,0,79,0,8,-16,23,71,48
723,0,88,-114,0,0,3,88,84
724,0,100,0,34,-11,64,67,4
725,0,76,0,26,-9,39,50,10
726,0,77,1,26,9,40,51,12
727,0,89,0,44,17,45,45,0
728,1,78,0,52,-7,25,26,2
729,0,80,0,28,-6,43,52,8
730,0,79,0,24,24,42,55,14
731,1,106,-1,42,3,65,65,0
732,2,79,0,38,8,41,40,0
733,0,76,-4,30,22,39,45,6
734,4,81,1,54,0,27,27,0
735,0,77,0,42,15,37,36,0
736,0,97,-6,46,0,41,50,10
737,0,78,0,0,-17,41,78,36
738,0,75,0,24,-17,38,52,14
739,-1,108,0,60,0,45,48,2
740,0,97,-3,46,0,41,50,10
741,0,88,1,50,19,40,39,0
742,-2,78,0,50,-30,27,29,2
743,0,83,0,28,10,46,54,8
744,0,76,-7,42,11,34,34,0
